k	Re[k]	Im[k]	ABS[k]
2580	  -0.00103	  -0.00128	   0.00164
2581	  -0.00439	  -0.00126	   0.00456
2582	   0.00393	  -0.00289	   0.00488
2583	  -0.00572	   0.03403	   0.03451
2584	   0.00453	   0.00035	   0.00454
2585	  -0.00002	  -0.00006	   0.00006
2586	  -0.01333	  -0.02771	   0.03075
2587	  -0.00310	   0.00071	   0.00318
2588	  -0.01010	   0.00300	   0.01054
2589	   0.01492	  -0.00102	   0.01496
2590	   0.01335	   0.03059	   0.03337
2591	  -0.00073	   0.00347	   0.00355
2592	  -0.00143	   0.00030	   0.00146
2593	   0.00038	  -0.00072	   0.00081
2594	  -0.00426	   0.00179	   0.00462
2595	   0.00140	  -0.00936	   0.00947
2596	   0.00223	   0.00191	   0.00294
2597	   0.02937	   0.01832	   0.03461
2598	  -0.00152	   0.00127	   0.00198
2599	   0.00061	   0.00152	   0.00164
2600	  -0.00086	   0.00170	   0.00190
2601	   0.00537	   0.00321	   0.00626
2602	   0.00182	  -0.00583	   0.00611
2603	   0.00124	  -0.00152	   0.00196
2604	   0.02582	  -0.00121	   0.02585
2605	  -0.00344	   0.00020	   0.00344
2606	   0.00067	   0.00228	   0.00237
2607	   0.00010	  -0.00042	   0.00043
2608	   0.06251	  -0.13267	   0.14666
2609	   0.02612	  -0.00322	   0.02631
2610	  -0.00132	  -0.00176	   0.00220
2611	   0.01650	  -0.01260	   0.02076
2612	  -0.00533	  -0.00087	   0.00540
2613	   0.00221	  -0.00115	   0.00249
2614	  -0.00289	  -0.00251	   0.00383
2615	   0.00276	  -0.00141	   0.00310
2616	   0.00349	   0.00202	   0.00403
2617	   0.00106	  -0.00096	   0.00143
2618	   0.00337	  -0.01401	   0.01441
2619	  -0.00816	   0.02609	   0.02734
2620	  -0.00136	  -0.00257	   0.00291
2621	  -0.00424	   0.00190	   0.00464
2622	   0.00071	   0.00414	   0.00420
2623	   0.02204	  -0.02203	   0.03116
2624	  -0.00130	   0.00156	   0.00203
2625	   0.00261	  -0.00734	   0.00779
2626	   0.00285	  -0.00107	   0.00304
2627	  -0.00134	  -0.00047	   0.00142
2628	   0.00561	  -0.00498	   0.00750
2629	   0.00687	   0.01319	   0.01488
2630	  -0.00607	  -0.00734	   0.00952
2631	  -0.00355	  -0.00104	   0.00370
2632	  -0.00269	   0.00179	   0.00323
2633	  -0.00048	   0.00302	   0.00306
2634	  -0.00034	  -0.00107	   0.00112
2635	  -0.00517	  -0.00176	   0.00546
2636	  -0.01727	  -0.01918	   0.02581
2637	   0.00177	  -0.00362	   0.00403
2638	  -0.00168	  -0.00632	   0.00654
2639	   0.01564	  -0.00689	   0.01709
2640	  -0.00240	   0.00583	   0.00630
2641	   0.00079	   0.00061	   0.00100
2642	  -0.00009	  -0.00182	   0.00182
2643	  -0.01011	  -0.00668	   0.01212
2644	  -0.00122	  -0.00039	   0.00128
2645	  -0.00537	   0.00536	   0.00759
2646	   0.02143	  -0.02483	   0.03280
2647	   0.00144	  -0.00143	   0.00203
2648	   0.00106	   0.00485	   0.00497
2649	  -0.00001	   0.00209	   0.00209
2650	  -0.00641	   0.00528	   0.00831
2651	  -0.00204	  -0.00316	   0.00376
2652	   0.00205	   0.00164	   0.00262
2653	   0.00555	  -0.04912	   0.04943
2654	  -0.00136	   0.00857	   0.00868
2655	   0.00291	   0.00165	   0.00335
2656	  -0.00231	  -0.00075	   0.00243
2657	  -0.00189	   0.00309	   0.00362
2658	   0.00201	   0.00079	   0.00216
2659	  -0.00077	   0.00027	   0.00082
2660	  -0.02822	  -0.06125	   0.06744
2661	  -0.00222	  -0.00562	   0.00604
2662	   0.00160	  -0.00031	   0.00163
2663	  -0.00211	   0.00058	   0.00219
2664	  -0.01181	   0.00243	   0.01205
2665	   0.01833	   0.01263	   0.02226
2666	  -0.00053	   0.00189	   0.00197
2667	  -0.02094	  -0.02507	   0.03267
2668	  -0.00068	  -0.00286	   0.00294
2669	  -0.00006	   0.00012	   0.00013
2670	   0.00495	   0.00496	   0.00700
2671	  -0.00632	   0.00329	   0.00712
2672	  -0.00020	   0.00414	   0.00415
2673	   0.02051	   0.00641	   0.02149
2674	  -0.10641	  -0.02170	   0.10860
2675	   0.00115	   0.00358	   0.00376
2676	   0.00149	  -0.00100	   0.00179
2677	   0.00151	  -0.00081	   0.00172
2678	   0.00245	   0.00418	   0.00484
2679	  -0.00178	  -0.00109	   0.00208
2680	  -0.00253	  -0.00036	   0.00256
2681	  -0.11479	   0.10622	   0.15639
2682	  -0.00434	   0.00071	   0.00440
2683	   0.00011	  -0.00036	   0.00037
2684	  -0.01286	   0.00278	   0.01316
2685	   0.00007	  -0.00200	   0.00201
2686	  -0.00296	   0.00214	   0.00365
2687	   0.00273	   0.00171	   0.00322
2688	  -0.05249	   0.10581	   0.11811
2689	   0.00508	  -0.00184	   0.00540
2690	  -0.00258	   0.00035	   0.00260
2691	  -0.00102	  -0.00019	   0.00103
2692	  -0.00251	   0.00091	   0.00267
2693	   0.00091	  -0.00054	   0.00106
2694	  -0.00573	  -0.00679	   0.00889
2695	   0.04745	   0.07707	   0.09051
2696	   0.00335	  -0.00158	   0.00370
2697	  -0.00002	  -0.00035	   0.00035
2698	  -0.00521	   0.00299	   0.00601
2699	  -0.00161	  -0.00087	   0.00183
2700	   0.00427	  -0.00530	   0.00681
2701	   0.00081	  -0.00007	   0.00081
2702	   0.08563	   0.08849	   0.12313
2703	  -0.00354	  -0.00447	   0.00571
2704	  -0.00578	   0.00203	   0.00613
2705	  -0.00029	  -0.00175	   0.00177
2706	  -0.00088	  -0.00175	   0.00196
2707	  -0.00011	   0.00069	   0.00070
2708	  -0.00013	   0.00146	   0.00147
2709	   0.12002	   0.02718	   0.12306
2710	   0.00880	  -0.00097	   0.00885
2711	  -0.00281	  -0.00130	   0.00309
2712	  -0.00085	   0.00116	   0.00144
2713	   0.00058	   0.00201	   0.00209
2714	   0.00101	  -0.00168	   0.00196
2715	   0.00155	   0.00082	   0.00175
2716	   0.14054	  -0.04181	   0.14663
2717	  -0.00130	  -0.00012	   0.00130
2718	   0.02537	   0.00877	   0.02684
2719	   0.00154	  -0.00332	   0.00366
2720	  -0.00037	   0.00019	   0.00041
2721	  -0.00540	   0.00395	   0.00669
2722	  -0.00004	  -0.00202	   0.00202
2723	   0.07759	  -0.10991	   0.13454
2724	   0.00085	   0.00062	   0.00105
2725	  -0.00587	  -0.00320	   0.00669
2726	   0.00166	   0.00061	   0.00177
2727	   0.00419	  -0.00029	   0.00420
2728	   0.00043	  -0.00214	   0.00218
2729	  -0.00246	   0.00076	   0.00258
2730	   0.01298	  -0.13295	   0.13358
2731	   0.00899	  -0.00333	   0.00959
2732	   0.00585	   0.00188	   0.00614
2733	   0.00029	   0.00305	   0.00307
2734	  -0.00150	  -0.00096	   0.00178
2735	   0.00657	  -0.00277	   0.00713
2736	  -0.00186	   0.00035	   0.00189
2737	  -0.07504	  -0.11112	   0.13408
2738	   0.01596	   0.01097	   0.01937
2739	  -0.00750	  -0.00371	   0.00837
2740	  -0.00366	  -0.00128	   0.00388
2741	  -0.00141	   0.00072	   0.00158
2742	   0.00386	  -0.01180	   0.01242
2743	   0.00030	   0.00040	   0.00050
2744	  -0.08483	  -0.05576	   0.10151
2745	   0.00055	  -0.01177	   0.01178
2746	  -0.00393	  -0.00385	   0.00550
2747	  -0.00367	   0.00162	   0.00401
2748	  -0.00056	  -0.00046	   0.00073
2749	  -0.00008	  -0.00088	   0.00088
2750	  -0.00296	  -0.00263	   0.00396
2751	  -0.13352	   0.00755	   0.13373
2752	   0.00328	   0.00247	   0.00411
2753	   0.00012	  -0.00175	   0.00175
2754	  -0.00195	  -0.00187	   0.00271
2755	  -0.00427	   0.00168	   0.00458
2756	  -0.00062	   0.00112	   0.00128
2757	  -0.00055	   0.00213	   0.00220
2758	  -0.10466	   0.07590	   0.12928
2759	  -0.00668	   0.00159	   0.00686
2760	  -0.00710	   0.00536	   0.00890
2761	  -0.00082	   0.00001	   0.00082
2762	   0.00087	  -0.00132	   0.00158
2763	  -0.00152	   0.00445	   0.00470
2764	  -0.00140	  -0.00562	   0.00579
2765	  -0.05463	   0.12241	   0.13404
2766	  -0.00014	   0.00025	   0.00029
2767	   0.00021	   0.00137	   0.00138
2768	   0.00401	  -0.01251	   0.01314
2769	  -0.00256	   0.00324	   0.00413
2770	   0.00689	  -0.00498	   0.00850
2771	  -0.00018	  -0.00237	   0.00238
2772	   0.01621	   0.12970	   0.13071
2773	  -0.00306	  -0.00640	   0.00709
2774	  -0.00612	   0.00143	   0.00628
2775	   0.00149	  -0.00197	   0.00247
2776	   0.00126	  -0.00368	   0.00389
2777	   0.00908	   0.02494	   0.02654
2778	   0.00095	  -0.00446	   0.00456
2779	   0.07431	   0.10025	   0.12479
2780	  -0.00418	   0.00767	   0.00873
2781	  -0.00234	   0.00237	   0.00333
2782	  -0.00331	  -0.00087	   0.00342
2783	   0.00005	  -0.00442	   0.00442
2784	   0.00901	  -0.01504	   0.01753
2785	   0.00028	   0.02473	   0.02474
2786	   0.10342	   0.04591	   0.11315
2787	  -0.00322	  -0.00950	   0.01003
2788	   0.00036	  -0.00696	   0.00697
2789	  -0.00221	  -0.00133	   0.00258
2790	   0.00493	  -0.00276	   0.00565
2791	  -0.00037	   0.00385	   0.00387
2792	  -0.00791	   0.00037	   0.00792
2793	   0.11445	  -0.00688	   0.11466
2794	   0.00206	   0.00192	   0.00282
2795	   0.00316	  -0.00026	   0.00317
2796	   0.00398	   0.00371	   0.00544
2797	   0.00014	   0.00083	   0.00084
2798	   0.00724	   0.00359	   0.00808
2799	  -0.00385	   0.00159	   0.00416
2800	   0.08865	  -0.05287	   0.10322
2801	  -0.00213	  -0.01000	   0.01022
2802	   0.00091	   0.00346	   0.00358
2803	  -0.00017	  -0.00304	   0.00304
2804	   0.00131	   0.00218	   0.00254
2805	  -0.00209	   0.00197	   0.00287
2806	   0.00033	  -0.00434	   0.00435
2807	   0.03399	  -0.08041	   0.08730
2808	  -0.00471	   0.00081	   0.00478
2809	  -0.00009	   0.00045	   0.00046
2810	  -0.00006	  -0.00056	   0.00057
2811	  -0.00040	   0.00336	   0.00339
2812	  -0.01127	  -0.00368	   0.01185
2813	  -0.00510	   0.00760	   0.00915
2814	  -0.01021	  -0.08186	   0.08250
2815	  -0.00751	  -0.00768	   0.01075
2816	  -0.00680	  -0.00128	   0.00692
2817	   0.00014	   0.00367	   0.00368
2818	  -0.00166	   0.00599	   0.00622
2819	   0.01936	   0.03688	   0.04165
2820	  -0.00030	  -0.00193	   0.00196
2821	  -0.05426	  -0.04511	   0.07056
2822	  -0.00054	   0.00174	   0.00182
2823	   0.03931	   0.01478	   0.04200
2824	   0.00446	  -0.00387	   0.00591
2825	  -0.00397	   0.00288	   0.00490
2826	   0.00067	   0.08475	   0.08475
2827	   0.00388	   0.00115	   0.00404
2828	  -0.06067	  -0.01590	   0.06272
2829	   0.00779	  -0.00482	   0.00916
2830	  -0.00370	  -0.00351	   0.00510
2831	  -0.00764	  -0.00271	   0.00811
2832	   0.00505	   0.00424	   0.00660
2833	  -0.01113	   0.00682	   0.01305
2834	  -0.01078	   0.00976	   0.01454
2835	  -0.04819	   0.02903	   0.05626
2836	   0.00301	  -0.00014	   0.00302
2837	  -0.00071	   0.00901	   0.00904
2838	   0.00218	   0.00165	   0.00273
2839	  -0.01813	   0.02359	   0.02975
2840	  -0.00249	  -0.00378	   0.00452
2841	   0.00165	   0.00541	   0.00566
2842	  -0.01918	   0.04736	   0.05110
2843	   0.00010	  -0.00059	   0.00060
2844	   0.03650	  -0.01332	   0.03886
2845	   0.00094	  -0.00019	   0.00096
2846	  -0.00199	   0.00335	   0.00389
2847	  -0.00547	  -0.00301	   0.00625
2848	  -0.00520	  -0.00952	   0.01085
2849	   0.00594	   0.04591	   0.04629
2850	   0.00166	  -0.00179	   0.00244
2851	  -0.01748	   0.00448	   0.01804
2852	   0.00106	   0.00617	   0.00626
2853	  -0.01831	  -0.00367	   0.01867
2854	  -0.00118	  -0.00102	   0.00156
2855	   0.00515	  -0.00783	   0.00937
2856	   0.02249	   0.02193	   0.03141
2857	  -0.00178	   0.00376	   0.00416
2858	  -0.00394	   0.00146	   0.00421
2859	  -0.00071	   0.00001	   0.00071
2860	   0.00597	   0.00198	   0.00629
2861	  -0.00459	   0.00119	   0.00474
2862	  -0.02335	  -0.00578	   0.02406
2863	   0.02490	  -0.00110	   0.02493
2864	   0.00616	   0.00582	   0.00847
2865	  -0.00987	   0.01153	   0.01518
2866	  -0.00112	  -0.00089	   0.00143
2867	  -0.01186	  -0.03746	   0.03929
2868	  -0.02876	   0.02438	   0.03770
2869	  -0.01247	  -0.00570	   0.01371
2870	   0.01469	  -0.01589	   0.02164
2871	   0.02487	   0.01615	   0.02966
2872	   0.01655	  -0.02452	   0.02958
2873	  -0.00002	  -0.00007	   0.00008
2874	   0.00465	  -0.01797	   0.01856
2875	  -0.01855	  -0.01655	   0.02486
2876	   0.02487	  -0.01080	   0.02711
2877	  -0.01141	  -0.00339	   0.01190
2878	   0.00567	   0.00437	   0.00716
2879	   0.02647	   0.00548	   0.02704
2880	   0.00118	   0.00092	   0.00149
2881	  -0.01008	   0.04600	   0.04709
2882	  -0.02015	   0.02236	   0.03010
2883	   0.00447	  -0.00591	   0.00741
2884	  -0.02484	   0.00441	   0.02523
2885	   0.00960	   0.00021	   0.00961
2886	  -0.00391	  -0.00761	   0.00856
2887	  -0.00300	   0.00235	   0.00381
2888	   0.00807	  -0.00778	   0.01121
2889	   0.02219	  -0.01279	   0.02561
2890	  -0.00705	  -0.01480	   0.01639
2891	  -0.01884	   0.02578	   0.03193
2892	   0.04059	   0.02316	   0.04674
2893	   0.02776	   0.02719	   0.03885
2894	  -0.00014	  -0.00281	   0.00281
2895	   0.01108	  -0.01356	   0.01751
2896	  -0.00292	   0.00144	   0.00325
2897	  -0.04876	  -0.05632	   0.07450
2898	   0.00233	   0.04494	   0.04500
2899	  -0.00375	  -0.00527	   0.00646
2900	   0.00218	   0.00023	   0.00219
2901	   0.00162	   0.00072	   0.00177
2902	  -0.00066	  -0.00406	   0.00412
2903	   0.00015	   0.00007	   0.00016
2904	  -0.03472	  -0.02704	   0.04400
2905	   0.02398	   0.05737	   0.06218
2906	  -0.05297	  -0.05519	   0.07650
2907	  -0.08999	  -0.03472	   0.09645
2908	   0.00128	   0.00467	   0.00485
2909	   0.00102	  -0.00124	   0.00161
2910	  -0.00268	   0.00508	   0.00574
2911	   0.00153	   0.00994	   0.01005
2912	   0.04810	   0.03449	   0.05919
2913	  -0.00067	   0.00215	   0.00225
2914	   0.00305	   0.00026	   0.00306
2915	  -0.00132	  -0.00192	   0.00234
2916	  -0.00441	  -0.00023	   0.00442
2917	  -0.00980	  -0.00186	   0.00997
2918	  -0.00173	  -0.01536	   0.01545
2919	   0.05900	   0.00374	   0.05912
2920	  -0.00235	  -0.00838	   0.00871
2921	  -0.01403	  -0.01803	   0.02285
2922	   0.00023	   0.00240	   0.00241
2923	  -0.01998	  -0.01856	   0.02728
2924	   0.01106	  -0.00653	   0.01284
2925	  -0.06317	  -0.02602	   0.06832
2926	   0.04840	  -0.02514	   0.05454
2927	   0.00174	  -0.01117	   0.01130
2928	  -0.00240	   0.00390	   0.00458
2929	   0.00148	   0.00228	   0.00272
2930	   0.00918	   0.00124	   0.00927
2931	  -0.01493	  -0.00071	   0.01495
2932	   0.00252	  -0.00397	   0.00470
2933	   0.01812	  -0.04669	   0.05009
2934	  -0.00258	  -0.00078	   0.00270
2935	  -0.00222	  -0.00135	   0.00260
2936	  -0.00344	  -0.00757	   0.00832
2937	  -0.00332	  -0.01847	   0.01877
2938	   0.00314	   0.00115	   0.00334
2939	   0.00029	   0.00524	   0.00524
2940	  -0.00748	  -0.04185	   0.04252
2941	   0.00374	  -0.00683	   0.00779
2942	   0.00204	   0.00188	   0.00277
2943	   0.01817	   0.01143	   0.02147
2944	   0.00085	   0.00357	   0.00367
2945	   0.00111	   0.00006	   0.00112
2946	  -0.00215	  -0.00133	   0.00252
2947	  -0.03709	  -0.01650	   0.04060
2948	   0.00020	  -0.00111	   0.00113
2949	  -0.01453	  -0.00341	   0.01493
2950	   0.00586	  -0.00700	   0.00913
2951	   0.01556	   0.00024	   0.01556
2952	   0.00487	   0.00340	   0.00594
2953	  -0.00816	   0.00450	   0.00932
2954	  -0.03960	   0.00392	   0.03979
2955	   0.00010	  -0.00270	   0.00271
2956	  -0.00996	   0.00366	   0.01061
2957	   0.00231	  -0.00764	   0.00799
2958	   0.00430	   0.00067	   0.00435
2959	  -0.00343	   0.00138	   0.00370
2960	   0.00975	  -0.00114	   0.00982
2961	  -0.02433	   0.03739	   0.04461
2962	   0.00568	  -0.00385	   0.00686
2963	   0.00321	   0.01297	   0.01337
2964	   0.00273	   0.00011	   0.00273
2965	   0.08627	   0.04294	   0.09637
2966	   0.00027	  -0.00919	   0.00919
2967	   0.00554	   0.00287	   0.00624
2968	   0.00218	   0.03921	   0.03927
2969	  -0.00270	   0.00083	   0.00283
2970	  -0.00153	   0.00339	   0.00372
2971	   0.00125	  -0.00228	   0.00260
2972	  -0.00699	   0.00072	   0.00703
2973	  -0.00176	   0.00231	   0.00290
2974	   0.00277	   0.00156	   0.00318
2975	   0.01942	   0.03339	   0.03862
2976	   0.00136	  -0.00044	   0.00143
2977	  -0.01688	   0.01701	   0.02397
2978	  -0.00421	  -0.00833	   0.00933
2979	  -0.08591	   0.13525	   0.16023
2980	  -0.00174	   0.00280	   0.00330
2981	  -0.00340	   0.00320	   0.00467
2982	   0.02367	   0.00741	   0.02481
2983	  -0.00016	   0.00116	   0.00117
2984	   0.00505	  -0.00453	   0.00679
2985	   0.00165	   0.00352	   0.00389
2986	  -0.00300	  -0.01912	   0.01935
2987	   0.00278	  -0.00544	   0.00611
2988	   0.01464	  -0.01827	   0.02341
2989	   0.02353	  -0.00902	   0.02519
2990	   0.00668	  -0.02558	   0.02644
2991	  -0.00303	  -0.00445	   0.00538
2992	  -0.00138	  -0.00392	   0.00416
2993	  -0.10195	  -0.04171	   0.11015
2994	  -0.01784	  -0.01385	   0.02258
2995	   0.01209	   0.00094	   0.01213
2996	   0.00703	  -0.01769	   0.01904
2997	   0.00019	   0.00326	   0.00326
2998	   0.00533	  -0.00029	   0.00534
2999	  -0.00652	   0.00607	   0.00891
3000	  -0.00305	  -0.00031	   0.00306
3001	  -0.00058	  -0.00164	   0.00174
3002	  -0.00372	   0.00160	   0.00405
3003	  -0.00466	  -0.01918	   0.01974
3004	   0.00165	  -0.00744	   0.00762
3005	  -0.00076	  -0.00006	   0.00076
3006	  -0.00671	  -0.00263	   0.00721
3007	  -0.02681	   0.00131	   0.02684
3008	  -0.00486	   0.00675	   0.00832
3009	  -0.00085	  -0.01169	   0.01172
3010	  -0.02585	   0.01043	   0.02787
3011	   0.00726	   0.00109	   0.00734
3012	   0.00357	   0.00456	   0.00579
3013	  -0.00028	   0.00004	   0.00029
3014	   0.00702	  -0.00088	   0.00708
3015	  -0.00019	   0.00927	   0.00927
3016	  -0.00085	   0.00367	   0.00376
3017	   0.01936	  -0.00564	   0.02016
3018	   0.00521	  -0.00735	   0.00900
3019	   0.00232	  -0.00969	   0.00996
3020	  -0.00828	  -0.00688	   0.01076
3021	  -0.01191	   0.01292	   0.01757
3022	   0.00389	  -0.00188	   0.00431
3023	  -0.00035	  -0.00194	   0.00197
3024	   0.01111	   0.02892	   0.03099
3025	   0.00743	  -0.00237	   0.00779
3026	   0.00365	  -0.00276	   0.00457
3027	   0.00293	  -0.00383	   0.00482
3028	   0.00711	   0.00246	   0.00752
3029	   0.00934	   0.02014	   0.02220
3030	   0.00431	   0.00777	   0.00888
3031	   0.01027	   0.03599	   0.03743
3032	   0.00376	  -0.00492	   0.00619
3033	   0.00139	   0.00450	   0.00471
3034	  -0.00174	  -0.00132	   0.00219
3035	   0.00862	   0.00450	   0.00972
3036	  -0.00434	   0.00026	   0.00435
3037	   0.00268	   0.00108	   0.00289
3038	   0.02449	   0.02258	   0.03331
3039	  -0.00311	   0.00280	   0.00419
3040	   0.01134	   0.01389	   0.01793
3041	  -0.00392	   0.00135	   0.00415
3042	   0.00279	   0.00592	   0.00655
3043	  -0.00296	   0.00507	   0.00588
3044	  -0.00534	  -0.00112	   0.00546
3045	   0.03893	   0.00647	   0.03946
3046	  -0.01506	  -0.02164	   0.02636
3047	   0.00040	  -0.00242	   0.00245
3048	   0.00736	  -0.00124	   0.00746
3049	   0.00654	  -0.01636	   0.01762
3050	   0.00110	   0.00706	   0.00714
3051	  -0.00277	   0.00083	   0.00289
3052	   0.02558	  -0.00686	   0.02648
3053	   0.00510	  -0.00395	   0.00645
3054	   0.00644	  -0.00804	   0.01030
3055	   0.00061	  -0.00277	   0.00284
3056	  -0.00859	   0.00622	   0.01060
3057	   0.00162	   0.01565	   0.01573
3058	   0.00363	   0.00083	   0.00373
3059	   0.01614	  -0.01616	   0.02284
3060	   0.00719	  -0.00145	   0.00734
3061	   0.00439	  -0.00482	   0.00652
3062	   0.00934	   0.00348	   0.00997
3063	  -0.01180	  -0.02638	   0.02890
3064	  -0.00149	  -0.00062	   0.00162
3065	  -0.00120	   0.00035	   0.00125
3066	   0.00574	  -0.01249	   0.01374
3067	   0.00751	   0.00182	   0.00773
3068	  -0.00012	   0.00472	   0.00472
3069	  -0.00007	   0.00225	   0.00225
3070	   0.05554	  -0.04496	   0.07145
3071	  -0.00463	  -0.00853	   0.00970
3072	   0.00047	   0.00186	   0.00192
3073	   0.00407	  -0.02085	   0.02124
3074	   0.00640	  -0.00734	   0.00974
3075	  -0.00166	   0.00114	   0.00201
3076	   0.00219	  -0.00457	   0.00507
3077	  -0.07193	   0.02377	   0.07575
3078	   0.00182	  -0.00289	   0.00341
3079	  -0.00204	  -0.00386	   0.00436
3080	  -0.00256	  -0.00957	   0.00991
3081	  -0.00017	   0.00543	   0.00543
3082	   0.06122	   0.06163	   0.08687
3083	   0.01228	   0.00684	   0.01406
3084	   0.01579	  -0.01624	   0.02265
3085	   0.00264	  -0.00019	   0.00264
3086	   0.00033	   0.00203	   0.00206
3087	  -0.00912	  -0.00710	   0.01156
3088	  -0.00024	  -0.00352	   0.00353
3089	  -0.01858	  -0.00403	   0.01901
3090	   0.00401	  -0.00126	   0.00420
3091	   0.01288	  -0.02889	   0.03163
3092	   0.00317	  -0.00225	   0.00389
3093	   0.00102	  -0.00548	   0.00557
3094	  -0.00947	   0.01163	   0.01500
3095	  -0.01072	  -0.00301	   0.01114
3096	  -0.01055	   0.00574	   0.01201
3097	   0.00212	   0.00611	   0.00647
3098	   0.00971	  -0.15301	   0.15332
3099	   0.00218	   0.00129	   0.00253
3100	   0.00143	   0.00122	   0.00188
3101	  -0.01025	   0.00050	   0.01026
3102	   0.00037	  -0.00137	   0.00141
3103	  -0.00111	  -0.00767	   0.00775
3104	   0.02284	   0.01655	   0.02821
3105	   0.01480	   0.02158	   0.02617
3106	  -0.00466	  -0.01676	   0.01740
3107	   0.00158	   0.00209	   0.00262
3108	  -0.00818	   0.01194	   0.01447
3109	  -0.00101	  -0.00220	   0.00242
3110	  -0.01079	  -0.00315	   0.01124
3111	   0.00740	   0.00598	   0.00952
3112	   0.00004	   0.00044	   0.00044
3113	  -0.01039	  -0.00917	   0.01386
3114	   0.00269	  -0.00087	   0.00282
3115	  -0.01315	   0.00078	   0.01317
3116	   0.00392	  -0.00012	   0.00392
3117	  -0.00138	   0.00206	   0.00248
3118	   0.00877	  -0.00262	   0.00915
3119	   0.00495	   0.00970	   0.01089
3120	  -0.00749	   0.00386	   0.00842
3121	  -0.00295	  -0.00539	   0.00614
3122	   0.00916	   0.01694	   0.01926
3123	   0.00051	  -0.00078	   0.00093
3124	  -0.00546	   0.00375	   0.00663
3125	   0.00344	   0.00720	   0.00797
3126	  -0.00565	   0.00527	   0.00773
3127	  -0.00063	   0.00650	   0.00653
3128	  -0.00093	   0.00105	   0.00140
3129	   0.02751	   0.02675	   0.03837
3130	  -0.00163	   0.00002	   0.00163
3131	   0.00302	  -0.00140	   0.00333
3132	   0.00042	  -0.00167	   0.00173
3133	  -0.00372	  -0.00563	   0.00675
3134	   0.01959	   0.02626	   0.03276
3135	   0.00013	  -0.00173	   0.00174
3136	   0.01487	   0.00090	   0.01489
3137	   0.00859	   0.00066	   0.00861
3138	  -0.00244	  -0.00630	   0.00675
3139	   0.01055	   0.00945	   0.01416
3140	  -0.01058	   0.02100	   0.02352
3141	   0.00104	   0.02427	   0.02429
3142	  -0.01733	  -0.01561	   0.02333
3143	   0.01332	  -0.00665	   0.01488
3144	   0.00058	   0.00217	   0.00224
3145	   0.00174	   0.00057	   0.00183
3146	   0.00641	  -0.00166	   0.00662
3147	  -0.01685	   0.01485	   0.02246
3148	   0.01261	   0.00348	   0.01308
3149	  -0.00381	   0.00077	   0.00388
3150	  -0.00390	  -0.01021	   0.01093
3151	  -0.00314	   0.01399	   0.01434
3152	   0.00524	  -0.00321	   0.00615
3153	   0.00866	  -0.00104	   0.00872
3154	   0.00149	  -0.00840	   0.00853
3155	  -0.00169	   0.01217	   0.01228
3156	   0.00130	   0.00427	   0.00447
3157	  -0.00568	  -0.01152	   0.01284
3158	   0.00773	   0.00182	   0.00794
3159	   0.00264	   0.00873	   0.00912
3160	   0.00082	   0.00030	   0.00088
3161	  -0.00232	   0.00233	   0.00328
3162	   0.00273	   0.00112	   0.00295
3163	   0.00434	  -0.00194	   0.00475
3164	  -0.00043	  -0.00112	   0.00120
3165	   0.01969	   0.03447	   0.03969
3166	   0.00388	  -0.00177	   0.00427
3167	  -0.00143	  -0.00251	   0.00289
3168	  -0.00786	  -0.00171	   0.00804
3169	  -0.00501	   0.00544	   0.00739
3170	   0.00249	   0.00331	   0.00415
3171	  -0.00991	   0.01170	   0.01533
3172	  -0.00749	  -0.00678	   0.01010
3173	  -0.00080	   0.00154	   0.00174
3174	  -0.02053	   0.02042	   0.02895
3175	  -0.01705	  -0.00241	   0.01722
3176	  -0.00381	  -0.00349	   0.00516
3177	  -0.00307	  -0.00105	   0.00325
3178	   0.00336	   0.01760	   0.01792
3179	  -0.01573	   0.00889	   0.01807
3180	  -0.00805	   0.00367	   0.00885
3181	  -0.00169	   0.00461	   0.00491
3182	   0.00250	   0.00316	   0.00403
3183	   0.00116	   0.00101	   0.00154
3184	   0.00347	   0.01169	   0.01219
3185	   0.01375	   0.01764	   0.02236
3186	  -0.06700	   0.03038	   0.07356
3187	  -0.00521	  -0.01381	   0.01476
3188	   0.00453	  -0.00520	   0.00690
3189	   0.00432	  -0.00140	   0.00454
3190	   0.00644	  -0.00269	   0.00698
3191	  -0.00286	   0.00003	   0.00286
3192	   0.02956	   0.01157	   0.03175
3193	  -0.02359	  -0.00137	   0.02363
3194	  -0.03204	   0.01647	   0.03602
3195	  -0.00381	   0.00500	   0.00629
3196	   0.01242	  -0.01715	   0.02117
3197	   0.02098	   0.01682	   0.02689
3198	  -0.00290	   0.00483	   0.00564
3199	   0.02807	   0.00374	   0.02832
3200	  -0.00319	   0.00642	   0.00717
3201	   0.00063	  -0.00316	   0.00322
3202	   0.00562	  -0.00614	   0.00832
3203	   0.00006	   0.00443	   0.00443
3204	   0.00787	  -0.00070	   0.00790
3205	  -0.00080	   0.00368	   0.00377
3206	   0.03447	  -0.00025	   0.03447
3207	   0.00745	   0.00880	   0.01153
3208	  -0.00092	  -0.00129	   0.00158
3209	  -0.00234	   0.00738	   0.00774
3210	  -0.00213	   0.00096	   0.00234
3211	  -0.00544	   0.00123	   0.00557
3212	   0.00583	   0.00443	   0.00733
3213	   0.00673	  -0.01774	   0.01898
3214	   0.05577	  -0.07160	   0.09076
